tic,w_mv,w_eq,train_end,test_start,test_end
AZO,2.8565430857359525e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BAC,2.7880130877014886e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BALL,3.529738241934188e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BAX,5.851604741470255e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BBY,7.172814874687253e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BDX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BEN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BF.B,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BG,2.295250842209581e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BIIB,1.4715294138430142e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BKNG,7.183603807290261e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BKR,1.9707367483330885e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BLDR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BLK,9.586649253476576e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BMY,1.347796994870624e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BRK.B,3.5148654539833127e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BRO,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BSX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
BWA,6.18331598010791e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CAG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CARR,3.982662066912998e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CAT,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CB,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CBRE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CDNS,1.7188986986492662e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CDW,4.2867355773327886e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CEG,1.576380250110113e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CF,8.971538922112336e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CFG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CHD,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CHRW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CHTR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CINF,9.603987882627608e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CL,3.938916602406651e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CLX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CME,2.1549761560539674e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CMG,1.709603585278355e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CMI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CMS,1.1847161073284684e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CNC,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CNP,2.990399065164874e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
COF,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
COO,7.6144887632661e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
COP,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
COR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CPAY,3.3168178039963193e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CPB,1.1870441830498269e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CPRT,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CRL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CRM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CRWD,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CSCO,1.9783702884909113e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CSGP,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CSX,2.2552237936828125e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CTAS,1.6052341760059788e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CTRA,4.0102154878579355e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CTSH,2.6408741526719477e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CTVA,9.28084478876475e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CVS,1.717866389560313e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CVX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
CZR,1.3981265091749038e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
D,2.1359172234549742e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DAL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DAY,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DD,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DE,1.1279852204909e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DECK,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DFS,5.871967034739653e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DGX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DHI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DHR,3.9739042156209374e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DIS,4.674327479495997e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DLTR,1.3463251062980004e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DOV,5.249842046707616e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DOW,8.361684240112784e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DPZ,3.453846760438631e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DRI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DTE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DUK,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DVA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DVN,1.994425708753744e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
DXCM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EA,1.4823393932538482e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ECL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EFX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EG,1.8677936242677383e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EIX,3.0750386997723556e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EL,7.32839912578768e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ELV,1.9596026840076751e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EMN,1.1425630724759178e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EMR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ENPH,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EOG,1.3822504890292496e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EPAM,6.202032088542908e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EQT,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ERIE,1.8303687199044122e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ES,7.462069521347002e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ETN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ETR,1.254892733423049e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EVRG,1.7045195482266848e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EXC,6.134954831462737e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EXPD,1.3309101085923339e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
EXPE,9.322855775642671e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
F,1.4596840047458135e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FANG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FAST,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FCX,1.8610477337695082e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FDS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FDX,5.621578040398576e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FFIV,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FI,1.2936312368885638e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FICO,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FIS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FMC,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FOX,1.5615951694006901e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FOXA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FSLR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FTNT,1.1962134429258274e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
FTV,5.201677385483939e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GD,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GDDY,2.5556116895426064e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GEHC,3.5825523045396884e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GEN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GILD,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GIS,2.5950963417695456e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GLW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GNRC,3.561267543148386e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GOOG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GOOGL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GPC,5.837544780989609e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GPN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GRMN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
GS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HAL,1.192259199329544e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HAS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HCA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HD,2.998560834607313e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HES,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HIG,1.8555949733790794e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HII,1.636497938513646e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HLT,9.992889895886588e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HOLX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HON,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HPE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HPQ,4.2989603715678166e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HRL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HSIC,1.988391055873099e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HSY,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HUBB,2.0038210065477835e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HUM,2.2026036145172309e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
HWM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IBM,5.889033520388938e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ICE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IDXX,5.240679936610869e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IEX,1.6435084862833753e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IFF,2.6371292150582495e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
INCY,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
INTU,1.7612016670455892e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IP,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IPG,5.267567822810033e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IQV,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IR,1.1061745001149405e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ISRG,6.371764682090494e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IT,3.553046932613556e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ITW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
IVZ,1.277932343785357e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
J,1.0704423880880563e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JBHT,8.609919618130596e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JBL,1.045174750480953e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JCI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JKHY,6.461785413589888e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JNJ,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JNPR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
JPM,2.9209901007798194e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
K,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KDP,5.0859883757845775e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KEY,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KEYS,2.0688640272878236e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KHC,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KKR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KLAC,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KMB,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KMI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KMX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KO,5.5334723167176803e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KR,1.0722959874737803e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
KVUE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
L,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LDOS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LEN,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LH,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LHX,8.145377992840636e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LII,8.038007946558259e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LIN,1.8543074222822108e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LKQ,8.988844539972615e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LLY,5.538913095907383e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LMT,8.564350410258293e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LNT,3.761291986209146e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LOW,3.154961441941596e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LRCX,9.237724779669679e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LULU,2.3255223486904307e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LUV,1.6687288354284003e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LW,8.421799826309952e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LYB,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
LYV,1.2632526428105077e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MA,3.835025721071428e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MAR,3.6645549290213466e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MAS,1.309496697443449e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MCHP,3.0814808097292413e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MCK,4.417704960454472e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MCO,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MDLZ,5.361689945463849e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MDT,1.6715179210922386e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MET,1.2401779309406235e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
META,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MGM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MHK,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MKC,9.659514217588286e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MKTX,2.987994112025847e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MLM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MMC,1.5460989036045925e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MMM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MNST,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MO,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MOH,6.179473248241303e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MOS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MPC,3.669106329861015e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MPWR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MRK,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MRNA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MSCI,2.920802724800433e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MSFT,5.862135013466716e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MSI,8.409980174749267e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MTB,2.600155041499068e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MTCH,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MTD,8.9390434445466e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
MU,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NCLH,5.312069400119156e-18,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NDAQ,5.315169553741864e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NDSN,1.1012694125204952e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NEE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NEM,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NFLX,8.473611696423577e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NKE,3.7944081319350277e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NOC,3.9797512395611387e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NOW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NSC,4.446630616724442e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NTAP,2.9028119095588986e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NTRS,1.3846381584332247e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NUE,7.373210419611491e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NVDA,1.5967352690135843e-15,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NVR,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NWS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NWSA,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
NXPI,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ODFL,1.3624587132383203e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
OKE,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
OMC,2.430884393548787e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ON,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ORCL,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
ORLY,2.8464846022447085e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
OTIS,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
OXY,1.3841452059801693e-16,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PANW,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PAYC,8.777442827841857e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PAYX,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PCAR,3.8151691927901183e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PCG,0.0,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
PEG,2.810520172386673e-17,0.0022522522522522522,2024-09-30,2024-10-01,2024-10-31
