tic,w_mv,w_eq,train_end,test_start,test_end
BKNG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BKR,9.366848106328725e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BLDR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BLK,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BMY,3.6808544824717613e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BRK.B,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BRO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BSX,1.4166860095286807e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
BWA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CAG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CARR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CAT,2.348004954196605e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CB,2.319629082298029e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CBRE,2.0393680574957768e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CDNS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CDW,1.0379496788908684e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CEG,2.6365754046071836e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CF,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CFG,4.9568528775088054e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CHD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CHRW,4.464166678823872e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CHTR,4.37513306514531e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CI,1.297236230089434e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CINF,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CLX,6.067142711053855e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CME,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CMG,5.895403995659702e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CMI,5.020756863246124e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CMS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CNC,3.1723606035759895e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CNP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
COF,3.682663852054926e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
COO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
COP,1.7593136382658787e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
COR,2.760481371202221e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CPAY,6.35884542783959e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CPB,4.935959868993406e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CPRT,9.285233573943603e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CRL,1.444515757456253e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CRM,7.672980748642062e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CRWD,7.544622033760798e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CSCO,2.805292448906828e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CSGP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CSX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CTAS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CTRA,6.249119299510243e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CTSH,2.310336150302425e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CTVA,3.228889054811898e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CVS,1.1402003560739754e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CVX,3.095985393673934e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
CZR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
D,2.5611381367245427e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DAL,3.3963544181688407e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DAY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DD,1.1176403924271833e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DECK,6.22979791986425e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DFS,7.922831004226601e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DG,4.962819043620538e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DGX,7.577207153762673e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DHI,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DHR,2.0488860433642662e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DIS,1.0333275089795707e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DLTR,3.4988114961202575e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DOV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DOW,3.190720674571814e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DPZ,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DRI,1.7290967766144454e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DTE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DUK,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DVA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DVN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
DXCM,2.855748423234635e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ECL,3.524322148843083e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EFX,2.1510685336428082e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EIX,1.1300476436470716e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ELV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EMN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EMR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ENPH,1.6557863862394596e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EOG,3.76116761035932e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EPAM,3.6205518827309526e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EQT,1.5490997384215004e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ERIE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ES,9.802086224858504e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ETN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ETR,2.9998238280198575e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EVRG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EXC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EXPD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
EXPE,7.66635093265215e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
F,2.2921298194380335e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FANG,2.3923007780086236e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FAST,1.8243265375897966e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FCX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FDS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FDX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FE,2.7452418863961013e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FFIV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FI,4.692713489078095e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FICO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FIS,9.594700996973125e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FMC,9.288213290714487e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FOX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FOXA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FSLR,2.2899481603224927e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FTNT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
FTV,4.979603037949886e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GD,1.286648856427781e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GDDY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GEHC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GEN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GILD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GIS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GL,9.757951873369266e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GLW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GNRC,3.368728242656669e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GOOG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GOOGL,1.1976530091535744e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GPC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GPN,2.6645173441131285e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GRMN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
GS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HAL,6.054029563666705e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HAS,1.0747099940701693e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HCA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HES,9.019099938711635e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HIG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HII,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HLT,1.7755330804237648e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HOLX,5.508930180351407e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HON,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HPE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HPQ,3.6087813891292647e-19,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HRL,1.4927024105469151e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HSIC,2.0344482519719455e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HSY,2.229096489461233e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HUBB,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HUM,5.935114120722262e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
HWM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IBM,1.8998472453229933e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ICE,1.6540680838481404e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IDXX,1.9692523844812627e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IEX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IFF,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
INCY,1.797484141340227e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
INTU,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IPG,6.409514642777222e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IQV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IR,8.262899133092099e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ISRG,1.2551873406716648e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ITW,4.0678915587332324e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
IVZ,2.333865980998298e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
J,2.0746495410485657e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JBHT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JBL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JCI,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JKHY,1.1839817719250901e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JNJ,4.340033752320716e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JNPR,1.384416184231004e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
JPM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
K,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KDP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KEY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KEYS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KHC,2.1631300103387734e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KKR,1.5810296719234693e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KLAC,7.967747135581513e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KMB,2.297829455904439e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KMI,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KMX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KO,1.5719634728155876e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KR,4.493593112479769e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
KVUE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
L,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LDOS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LEN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LH,3.5338120917244425e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LHX,3.803110392863776e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LII,8.405059143889208e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LIN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LKQ,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LLY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LMT,1.2057854855987906e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LNT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LOW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LRCX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LULU,8.488544547493155e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LUV,6.01613958448777e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LYB,3.687796822992461e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
LYV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MA,8.970620915448288e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MAR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MAS,1.969293703576069e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MCHP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MCK,3.931734432723055e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MCO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MDLZ,1.2127115290621208e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MDT,1.2454441372525207e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MET,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
META,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MGM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MHK,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MKC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MKTX,2.3299607082125647e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MLM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MMC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MMM,2.019454336792838e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MNST,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MOH,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MOS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MPC,4.858493137569511e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MPWR,2.6968053495160974e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MRK,1.0474254175502431e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MRNA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MSCI,1.4418674296077576e-19,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MSFT,1.7209429503241562e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MSI,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MTB,1.2831591493538618e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MTCH,1.7392615310750795e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MTD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
MU,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NCLH,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NDAQ,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NDSN,1.6424702628320505e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NEE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NEM,2.1118958650816362e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NFLX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NI,1.9041192409568747e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NKE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NOC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NOW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NSC,1.2544647733760538e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NTAP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NTRS,4.504840157544415e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NUE,1.465661009088355e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NVDA,1.1692518871014169e-14,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NVR,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NWS,1.460585522201337e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NWSA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
NXPI,1.8127134185402593e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ODFL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
OKE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
OMC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ON,1.1904786548272193e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ORCL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ORLY,9.828107621826501e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
OTIS,2.4330678413969823e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
OXY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PANW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PAYC,3.162904960139177e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PAYX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PCAR,1.6889913555727898e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PCG,3.5330863726038287e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PEG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PEP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
