tic,w_mv,w_eq,train_end,test_start,test_end
PFE,4.1945626122212854e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PFG,2.7298582338833576e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PGR,1.6652623998553106e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PH,5.832583149759696e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PHM,9.728503392030031e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PKG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PLTR,0.3153237260738429,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PNC,1.4486776336383775e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PNR,8.805187600594318e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PNW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PODD,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
POOL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PPG,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PPL,2.6642908314434715e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PRU,2.1505368452978456e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PSX,5.782268221705715e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PTC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PWR,1.1321949204481975e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
PYPL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
QCOM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RCL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
REGN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RF,1.6750416456804329e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RJF,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RL,2.12643812335334e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RMD,7.237608149846987e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ROK,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ROL,6.326758802191929e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ROP,5.874131344163424e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ROST,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RSG,6.48666236897277e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RTX,1.2497886067342218e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
RVTY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SBUX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SCHW,1.0471834623989335e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SHW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SJM,1.8063552960153322e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SLB,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SMCI,6.461249128761708e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SNPS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SO,1.6017398973433568e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SOLV,1.6280468809508312e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SPGI,1.6141932947214427e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SRE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
STE,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
STLD,1.0712631711202199e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
STT,2.7248557874799553e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
STX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
STZ,4.5965445898920337e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SW,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SWK,2.207808173600662e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SWKS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SYF,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SYK,3.057998706274936e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
SYY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
T,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TAP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TDG,8.906020406247935e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TDY,1.4807570049983466e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TECH,5.632282392383346e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TEL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TFC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TFX,2.9147269737306195e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TGT,4.0165935161208946e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TJX,1.327789902267011e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TMO,1.9053858242209725e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TMUS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TPL,0.1582471587776467,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TPR,3.717670960671336e-18,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TRGP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TRMB,1.6540709999785064e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TROW,7.674710134945026e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TRV,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TSCO,2.2323315017054365e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TSLA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TSN,4.2493468646987374e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TT,1.5451040630202547e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TTWO,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TXN,5.18903474516739e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TXT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
TYL,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UAL,1.176119856526082e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UBER,5.738878801006373e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UHS,2.1127673351536082e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ULTA,3.461063818784517e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UNH,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UNP,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
UPS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
URI,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
V,8.911936250367295e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VLO,6.917691473245192e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VLTO,2.3049539010520848e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VMC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VRSK,1.6562586843104336e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VRSN,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VRTX,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VST,0.5264291151484634,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VTRS,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
VZ,1.6640806681287754e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WAB,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WBA,5.880533985855564e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WBD,1.6929320151033317e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WDAY,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WDC,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WEC,4.0174826515061114e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WM,8.652835126660884e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WMB,2.2144514355352092e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WMT,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WRB,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WST,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WTW,3.1692592161321754e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
WYNN,2.958476407113404e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
XOM,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
XYL,9.670713520735921e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
YUM,4.293717345070825e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ZBH,7.484564571640642e-17,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ZBRA,0.0,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
ZTS,2.5163779095747927e-16,0.0022522522522522522,2024-10-31,2024-11-01,2024-11-30
