tic,w_mv,w_eq,train_end,test_start,test_end
APTV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ATO,7.008557395159043e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AVGO,1.6523150938870555e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AVY,5.148399984164527e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AWK,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AXON,2.1984006239929353e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AXP,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
AZO,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BA,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BAC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BALL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BAX,2.2410155637361347e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BBY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BDX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BEN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BF.B,2.6947778271837834e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BG,3.23578850769294e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BIIB,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BKNG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BKR,2.2157539193967483e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BLDR,8.263592991147734e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BLK,5.297611035125189e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BMY,7.30166357347192e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BR,1.6623865858651783e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BRK.B,6.512542688717689e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BRO,4.855213474816142e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BSX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
BWA,5.824398863028469e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CAG,5.61008657628732e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CARR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CAT,1.940812081471567e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CB,1.3458984037268662e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CBRE,5.1349720151031145e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CDNS,2.830941271882929e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CDW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CEG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CF,2.854929890396945e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CFG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CHD,4.3697348524345025e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CHRW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CHTR,1.5488918708325897e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CI,1.5967211303540362e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CINF,3.448712812103e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CLX,7.845169743810588e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CME,9.201637962170499e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CMG,1.4844907146347087e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CMI,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CMS,5.274487623942017e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CNC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CNP,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
COF,4.259624431257937e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
COO,4.3783451544020315e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
COP,5.205275709077145e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
COR,3.737146795656685e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CPAY,9.894682593790472e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CPB,5.837000298197554e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CPRT,3.6068095836400257e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CRL,2.4363740544972263e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CRM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CRWD,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CSCO,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CSGP,3.952107263174623e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CSX,3.112596503073881e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CTAS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CTRA,2.833224364838457e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CTSH,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CTVA,3.073624606567673e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CVS,5.732511576664927e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CVX,6.116573314654642e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
CZR,7.004785273433292e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
D,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DAL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DAY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DD,1.0713908206747166e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DECK,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DFS,6.247306146208101e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DG,1.102008513188715e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DGX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DHI,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DHR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DIS,1.4820000205232586e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DLTR,2.355172842675896e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DOV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DOW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DPZ,3.467091589058794e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DRI,2.0001863905993178e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DTE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DUK,1.3983604866099042e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DVA,3.439628985864282e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DVN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
DXCM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EA,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ECL,7.087237786369836e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EFX,1.0794505112432407e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EIX,1.0406314838870581e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ELV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EMN,9.683054205031428e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EMR,3.8133121747345483e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ENPH,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EOG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EPAM,1.3746151065191904e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EQT,6.016103201552941e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ERIE,3.468839406756368e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ES,3.7033462171324664e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ETN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ETR,1.0809893988771484e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EVRG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EW,9.892474714419244e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EXC,2.10584314139647e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EXPD,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
EXPE,1.5859747372668114e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
F,4.895375218178769e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FANG,5.845929666499709e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FAST,5.505637746950589e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FCX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FDS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FDX,2.755383275917192e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FFIV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FI,6.439203177472977e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FICO,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FIS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FMC,6.672663740484221e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FOX,5.262913296440924e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FOXA,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FSLR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FTNT,3.115954132808077e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
FTV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GD,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GDDY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GEHC,5.2865094745309753e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GEN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GILD,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GIS,4.865843276413131e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GL,4.705854736946603e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GLW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GNRC,2.1462107348265448e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GOOG,3.8299281592497143e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GOOGL,6.715117807505349e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GPC,6.845819924219801e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GPN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GRMN,1.450826825173403e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
GS,2.8929908379590264e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HAL,3.4140159181848506e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HAS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HCA,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HD,2.7071238894723207e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HES,5.225090917006209e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HIG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HII,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HLT,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HOLX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HON,4.128541588329552e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HPE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HPQ,8.322939794873431e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HRL,1.524170577966123e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HSIC,3.2161165230737566e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HSY,4.399599411913688e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HUBB,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HUM,3.8162176391199417e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
HWM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IBM,7.173701737152786e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ICE,6.765136621662247e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IDXX,1.3813945821316025e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IEX,1.8499736414303457e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IFF,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
INCY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
INTU,1.9115017478106428e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IP,1.2655606772726923e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IPG,5.809443000765405e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IQV,5.578633035218255e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ISRG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IT,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ITW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
IVZ,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
J,6.01648249993963e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JBHT,2.3164111110826166e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JBL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JCI,2.1402684125879898e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JKHY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JNJ,4.917094094201006e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JNPR,3.180463615839764e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
JPM,1.5175441018339127e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
K,3.953118574691251e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KDP,1.3794701262826577e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KEY,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KEYS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KHC,4.3559388384359463e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KKR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KLAC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KMB,3.699088221572323e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KMI,1.1245574546592913e-15,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KMX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KO,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KR,4.02381481765519e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
KVUE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
L,5.450564256854192e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LDOS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LEN,7.248023316117124e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LH,4.470897740803255e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LHX,6.98583829256254e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LII,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LIN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LKQ,4.240918093234616e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LLY,3.8918210014261576e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LMT,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LNT,3.7598058389294563e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LOW,4.681692479362691e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LRCX,2.0293787786307847e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LULU,7.507567373191108e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LUV,9.95667039736684e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LYB,7.783526312193187e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
LYV,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MA,5.044669202117752e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MAR,1.8089928705224693e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MAS,8.753113563091667e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MCHP,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MCK,1.1762029318966975e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MCO,2.4140723781118627e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MDLZ,5.68635718118929e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MDT,8.560865625181431e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MET,1.7185996925088395e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
META,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MGM,1.7490011969518717e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MHK,8.606459034938991e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MKC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MKTX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MLM,9.486091606056396e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MMC,2.654165607667387e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MMM,4.483552003134998e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MNST,8.67539625516076e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MO,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MOH,9.710011509029118e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MOS,6.513160295426442e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MPC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MPWR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MRK,4.069494116027053e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MRNA,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MSCI,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MSFT,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MSI,2.034960088038811e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MTB,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MTCH,4.728805353476686e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MTD,3.473013725169641e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
MU,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NCLH,3.021184798139098e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NDAQ,2.1477388065422815e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NDSN,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NEE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NEM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NFLX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NI,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NKE,3.455188913208465e-17,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NOC,4.529034132673612e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NOW,9.298353499181709e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NSC,3.258760605606076e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NTAP,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NTRS,4.5504685464901285e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NUE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NVDA,2.4277163471844287e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NVR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NWS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NWSA,4.882097279080209e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
NXPI,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ODFL,7.128555891847383e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
OKE,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
OMC,5.778091303474563e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ON,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ORCL,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
ORLY,4.765410289212707e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
OTIS,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
OXY,2.3875957822360913e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PANW,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PAYC,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PAYX,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PCAR,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PCG,2.5227665070026575e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PEG,8.832982360126035e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PEP,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PFE,2.1569049005118048e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PFG,2.1441093366250302e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PG,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PGR,5.291242593115746e-16,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PH,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PHM,0.0,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
PKG,1.5801202953746375e-18,0.002257336343115124,2024-05-31,2024-06-01,2024-06-30
