Portfolio_Return,date_key,source_file
0.0556663123486682,2021-03-31,equal_weighted_portfolio_2021-02-01_2021-02-28.csv
0.0462264381067961,2021-04-30,equal_weighted_portfolio_2021-03-01_2021-03-31.csv
-0.0222475,2021-05-31,equal_weighted_portfolio_2021-04-01_2021-04-30.csv
0.0040468252427184,2021-06-30,equal_weighted_portfolio_2021-05-01_2021-05-31.csv
0.0142147414215686,2021-07-30,equal_weighted_portfolio_2021-06-01_2021-06-30.csv
